"","","cl_lum","cl_den"
"4428",2.604,1,3
"4429",2.342,1,3
"4430",1.514,2,4
"4431",2.188,5,2
"4432",1.525,5,3
"4433",2.179,4,3
"4434",1.547,2,3
"4435",1.572,2,3
"4436",1.276,5,2
"4437",2.018,5,3
"4438",1.528,5,3
"4439",2.22,5,2
"4440",1.428,4,3
"4441",1.349,5,2
"4442",2.5,5,2
"4443",2.475,5,2
"4444",2.239,5,3
"4445",2.373,5,3
"4446",1.641,2,3
"4447",1.967,4,2
"4448",2.327,5,2
"4449",2.393,4,3
"4450",2.229,3,2
"4451",2.314,3,3
"4452",2.448,2,2
"4453",1.584,3,4
"4454",1.438,3,3
"4455",1.577,3,2
"4456",2.297,4,3
"4457",1.348,3,2
"4458",2.571,4,1
"4459",2.493,4,1
"4460",2.332,3,3
"4461",2.368,4,3
"4462",1.458,3,3
"4463",2.284,2,2
"4464",1.114,4,3
"4465",1.258,1,3
"4466",1.915,1,3
"4467",0.5011,1,4
"4468",1.292,1,3
"4469",1.547,1,3
"4470",1.739,1,3
"4471",1.062,1,4
"4472",1.47,3,3
"4473",2.571,2,2
"4474",2.507,2,1
"4475",1.171,2,4
"4476",1.294,1,3
"4477",2.478,3,1
"4478",1.294,1,3
"4479",2.5,1,2
"4480",2.312,4,4
"4481",1.679,3,3
"4482",2.373,4,1
"4483",2.466,1,1
"4484",2.349,3,3
"4485",1.626,4,3
"4486",1.099,3,3
"4487",2.294,4,3
"4488",1.506,3,3
"4489",1.834,2,3
"4490",2.206,4,3
"4491",2.401,5,2
"4492",2.401,5,1
"4493",2.237,4,3
"4494",2.558,1,1
"4495",2.471,4,2
"4496",2.427,4,2
"4497",1.263,1,4
"4498",1.068,2,5
"4499",1.424,3,4
"4500",2.5,1,1
"4501",1.198,2,3
"4502",1.31,3,2
"4503",1.644,3,4
"4504",2.039,3,3
"4505",2.524,2,1
"4506",1.645,2,3
"4507",2.231,3,1
"4508",2.174,3,2
"4509",2.442,4,1
"4510",1.847,3,3
"4511",2.382,4,3
"4512",1.316,2,4
"4513",1.464,1,3
"4514",1.73,2,3
"4515",2.49,1,2
"4516",1.82,2,2
"4517",1.817,1,2
"4518",1.296,1,4
"4519",1.507,1,5
"4520",2.073,2,2
"4521",2.315,1,2
"4522",2.167,3,3
"4523",1.288,2,4
"4524",2.264,4,3
"4525",1.526,1,2
"4526",2.437,1,2
"4527",1.239,3,4
"4528",1.257,1,4
"4529",2.21,3,2
"4530",2.091,2,1
"4531",1.698,1,3
"4532",2.379,1,2
"4533",0.8509,1,4
"4534",1.675,1,3
"4535",1.634,1,3
"4536",3.206,1,5
"4537",2.483,1,4
"4538",1.515,3,3
"4539",1.378,2,4
"4540",1.76,2,3
"4541",1.393,3,4
"4542",2.092,2,3
"4543",1.591,2,3
"4544",0.9521,2,4
"4545",1.276,2,4
"4546",2.126,1,1
"4547",2.04,3,4
"4548",1.321,3,4
"4549",2.161,2,3
"4550",1.78,2,2
"4551",2.382,3,3
"4552",1.118,2,3
"4553",1.564,2,3
"4554",1.27,3,3
"4555",1.701,2,3
"4556",1.62,3,2
"4557",2.476,2,2
"4558",2.512,3,2
"4559",1.759,2,3
"4560",1.985,3,2
"4561",1.409,4,2
"4562",2.157,2,4
"4563",1.519,2,4
"4564",2.366,1,2
"4565",2.375,1,3
"4566",1.529,1,3
"4567",1.375,1,3
"4568",1.75,1,3
"4569",2.559,2,2
"4570",2.405,1,3
"4571",1.906,2,3
"4572",1.963,4,3
"4573",2.664,4,2
"4574",2.396,2,3
"4575",2.442,1,2
"4576",2.057,2,2
"4577",2.617,2,3
"4578",2.555,1,1
"4579",1.485,1,4
"4580",1.877,1,2
"4581",1.721,1,4
"4582",1.585,1,4
"4583",0.8552,1,4
"4584",1.559,3,4
"4585",1.997,2,2
"4586",1.624,2,3
"4587",2.315,2,1
"4588",2.134,3,2
"4589",0.6631,1,4
"4590",1.389,1,3
"4591",2.252,2,2
"4592",1.499,2,2
"4593",1.365,2,3
"4594",1.839,2,3
"4595",1.212,2,4
"4596",2.138,4,4
"4597",2.288,1,3
"4598",1.977,1,3
"4599",1.474,1,3
"4600",1.888,3,2
"4601",1.958,4,4
"4602",1.726,3,3
"4603",1.982,2,3
"4604",1.89,2,3
"4605",1.881,3,1
"4606",2.478,3,3
"4607",2.276,1,2
"4608",2.406,3,4
"4609",2.343,1,3
"4610",1.988,1,3
"4611",2.377,3,1
"4612",2.41,4,3
"4613",1.406,3,4
"4614",1.359,2,3
"4615",2.538,4,3
"4616",2.215,4,3
"4617",2.124,4,3
"4618",2.263,5,3
"4619",1.413,4,3
"4620",2.374,4,3
"4621",2.542,5,2
"4622",1.634,4,3
"4623",2.159,4,4
"4624",1.676,4,4
"4625",2.611,3,2
"4626",2.696,3,1
"4627",2.649,3,3
"4628",1.335,4,4
"4629",2.142,4,4
"4630",2.141,4,4
"4631",1.451,3,3
"4632",1.386,3,3
"4633",1.399,2,3
"4634",1.51,1,3
"4635",2.424,2,2
"4636",2.118,4,3
"4637",1.368,2,3
"4638",2.511,3,3
"4639",2.04,3,3
"4640",1.695,2,3
"4641",1.403,2,3
"4642",2.482,2,2
"4643",2.151,1,2
"4644",2.265,2,3
"4645",1.615,3,3
"4646",1.073,1,4
"4647",1.857,2,4
"4648",2.031,3,3
"4649",2.247,1,2
"4650",1.675,2,4
"4651",2.314,2,3
"4652",2.479,3,2
"4653",1.726,1,3
"4654",2.451,3,3
"4655",1.952,4,4
"4656",2.446,4,3
"4657",2.363,1,3
"4658",1.886,3,4
"4659",2.023,4,3
"4660",2.077,4,3
"4661",2.51,3,3
"4662",2.306,1,2
"4663",2.576,3,2
"4664",1.503,3,3
"4665",1.241,3,4
"4666",1.56,3,3
"4667",2.196,3,3
"4668",1.261,3,3
"4669",1.785,1,3
"4670",2.305,3,2
"4671",2.44,2,2
"4672",1.43,2,4
"4673",2.045,2,4
"4674",2.245,4,2
"4675",1.463,3,2
"4676",2.35,4,2
"4677",1.553,3,3
"4678",2.405,4,3
"4679",2.525,4,2
"4680",1.769,4,3
"4681",2.247,3,2
"4682",1.49,2,3
"4683",1.417,3,3
"4684",2.289,3,1
"4685",1.642,1,5
"4686",1.195,2,5
"4687",1.55,3,2
"4688",2.347,2,3
"4689",2.33,2,2
"4690",2.201,3,2
"4691",2.387,1,4
"4692",1.946,1,3
"4693",1.924,1,5
"4694",1.827,3,2
"4695",2.088,1,2
"4696",1.784,2,2
"4697",1.494,3,3
"4698",1.532,3,3
"4699",2.559,4,1
"4700",2.163,1,2
"4701",1.172,3,3
"4702",1.92,3,3
"4703",2.054,3,3
"4704",2.047,3,3
"4705",1.605,3,2
"4706",1.507,3,3
"4707",2.442,3,2
"4708",1.901,3,1
"4709",2.321,4,3
"4710",2.535,4,3
"4711",1.748,4,3
"4712",2.285,2,3
"4713",1.467,1,4
"4714",2.379,2,3
"4715",2.26,3,3
"4716",1.973,2,2
"4717",1.232,2,3
"4718",2.163,1,1
"4719",1.825,2,2
"4720",2.012,2,3
"4721",2.404,2,3
"4722",1.185,1,4
"4723",1.569,2,3
"4724",1.468,1,4
"4725",2.255,2,3
"4726",2.295,2,3
"4727",2.29,2,2
"4728",1.71,2,3
"4729",1.281,1,2
"4730",2.431,2,1
"4731",2.363,3,2
"4732",1.436,2,3
"4733",0.9237,2,2
"4734",1.345,2,5
"4735",1.983,1,3
"4736",2.512,1,2
"4737",2.162,1,3
"4738",2.472,1,3
"4739",1.298,1,4
"4740",2.294,2,2
"4741",2.043,1,3
"4742",2.137,2,3
"4743",1.716,1,4
"4744",1.843,2,5
"4745",1.324,1,4
"4746",1.904,1,3
"4747",1.667,1,3
"4748",1.476,2,3
"4749",1.769,1,2
"4750",1.977,3,2
"4751",2.013,3,2
"4752",2.301,2,2
"4753",1.898,1,2
"4754",1.489,2,3
"4755",2.347,2,3
"4756",2.394,2,1
"4757",2.639,1,3
"4758",2.47,1,2
"4759",2.077,2,3
"4760",1.699,1,2
"4761",2.032,4,2
"4762",2.338,5,3
"4763",2.629,5,2
"4764",1.736,4,3
"4765",2.473,4,3
"4766",2.192,4,2
"4767",1.499,5,3
"4768",1.24,5,5
"4769",1.645,3,2
"4770",2.454,5,3
"4771",2.822,5,2
"4772",2.493,4,2
"4773",2.391,4,2
"4774",1.808,4,2
"4775",1.411,2,2
"4776",2.543,2,3
"4777",2.928,2,3
"4778",1.788,4,3
"4779",2.334,2,3
"4780",2.49,3,4
"4781",2.352,2,2
"4782",2.592,1,2
"4783",1.673,3,3
"4784",1.59,3,3
"4785",1.272,3,4
"4786",1.348,3,4
"4787",2.041,4,2
"4788",2.578,3,2
"4789",1.33,5,3
"4790",2.263,4,4
"4791",2.296,5,2
"4792",2.564,5,2
"4793",1.932,5,3
"4794",2.189,5,3
"4795",2.034,3,2
"4796",2.57,5,1
"4797",2.125,5,5
"4798",1.767,5,4
"4799",1.961,4,2
"4800",2.376,4,2
"4801",1.626,4,3
"4802",2.117,3,1
"4803",2.128,4,5
"4804",2.436,2,2
"4805",2.328,4,3
"4806",1.369,3,4
"4807",2.388,4,2
"4808",1.667,3,3
"4809",2.271,5,4
"4810",2.55,4,2
"4811",1.519,4,4
"4812",2.246,5,5
"4813",2.438,4,1
"4814",1.557,1,3
"4815",2.515,4,1
"4816",1.801,2,3
"4817",1.352,3,5
"4818",2.538,1,2
"4819",1.356,3,4
"4820",2.48,3,3
"4821",1.951,1,2
"4822",1.512,2,2
"4823",1.58,2,3
"4824",2.135,3,4
"4825",1.617,1,3
"4826",0.9813,1,4
"4827",1.656,5,2
"4828",2.153,3,3
"4829",2.336,3,2
"4830",2.23,3,3
"4831",1.972,3,5
"4832",2.371,1,2
"4833",1.85,2,3
"4834",1.655,3,5
"4835",2.422,2,3
"4836",2.843,2,1
"4837",2.449,2,3
"4838",2.488,5,2
"4839",2.47,5,3
"4840",2.229,5,4
"4841",2.224,5,3
"4842",2.581,5,1
"4843",2.424,2,3
"4844",2.363,1,2
"4845",2.373,3,3
"4846",2.395,5,2
"4847",3.131,5,2
"4848",2.744,5,3
"4849",2.283,2,2
"4850",2.02,1,2
"4851",2.271,1,2
"4852",1.691,2,2
"4853",1.566,1,3
"4854",2.324,1,1
"4855",1.942,2,4
"4856",1.363,3,3
"4857",1.654,2,4
"4858",2.363,2,2
"4859",1.258,2,3
"4860",1.871,3,3
"4861",2.089,1,5
"4862",2.278,1,2
"4863",2.565,2,2
"4864",1.134,2,3
"4865",2.496,2,1
"4866",2.119,2,2
"4867",2.401,2,2
"4868",0.8569,2,5
"4869",2.061,3,4
"4870",1.609,3,5
"4871",1.475,3,5
"4872",2.58,3,4
"4873",1.667,2,3
"4874",2.591,3,2
"4875",2.263,1,1
"4876",1.508,4,3
"4877",1.918,2,2
"4878",0.9369,3,4
"4879",1.976,3,2
"4880",2.487,2,2
"4881",2.299,2,3
"4882",2.226,2,4
"4883",1.962,2,3
"4884",2.297,3,1
"4885",2.163,1,3
"4886",1.554,2,4
"4887",2.387,4,4
"4888",2.389,4,4
"4889",2.425,3,3
"4890",1.871,4,3
"4891",1.687,3,3
"4892",2.183,3,4
"4893",1.655,3,3
"4894",2.234,4,4
"4895",1.591,1,4
"4896",1.37,3,4
"4897",2.479,1,2
"4898",1.94,3,3
"4899",2.459,2,2
"4900",1.264,4,4
"4901",1.777,4,3
"4902",2.356,4,5
"4903",2.165,4,3
"4904",1.773,4,4
"4905",2.351,4,4
"4906",2.419,1,2
"4907",0.6209,1,5
"4908",2.127,4,4
"4909",2.376,4,3
"4910",2.476,4,3
"4911",2.431,3,4
"4912",2.439,1,3
"4913",2.442,3,3
"4914",2.006,3,2
"4915",2.505,3,2
"4916",1.299,3,3
"4917",1.827,4,3
"4918",2.055,4,4
"4919",2.422,5,3
"4920",2.308,3,3
"4921",1.56,1,3
"4922",2.157,1,3
"4923",1.899,2,2
"4924",2.034,5,3
"4925",2.336,5,3
"4926",2.431,5,1
"4927",2.08,4,3
"4928",2.31,5,2
"4929",2.627,5,4
"4930",2.281,5,4
"4931",2.475,5,2
"4932",3.556,5,1
"4933",1.603,2,3
"4934",2.165,4,3
"4935",1.885,4,3
"4936",2.143,5,4
"4937",2.286,5,3
"4938",1.807,4,3
"4939",2.171,1,4
"4940",1.389,1,2
"4941",1.416,1,4
"4942",2.011,2,3
"4943",2.342,2,5
"4944",2.292,2,3
"4945",2.238,1,3
"4946",2.637,2,1
"4947",2.304,4,4
"4948",1.642,4,4
"4949",2.377,4,4
"4950",1.431,4,3
"4951",1.085,2,3
"4952",1.646,1,3
"4953",2.366,1,3
"4954",1.455,3,3
"4955",1.738,2,3
"4956",1.45,2,3
"4957",2.404,1,1
"4958",2.528,2,3
"4959",2.03,2,2
"4960",1.736,2,2
"4961",1.829,2,3
"4962",2.241,2,1
"4963",2.354,2,2
"4964",1.567,2,3
"4965",2.54,2,3
"4966",1.723,1,2
"4967",1.374,2,4
"4968",1.5,2,3
"4969",1.704,1,3
"4970",1.101,1,2
"4971",2.493,1,2
"4972",1.605,3,3
"4973",1.606,2,3
"4974",2.061,1,3
"4975",0.4373,1,3
"4976",2.424,3,2
"4977",1.377,2,4
"4978",1.774,2,3
"4979",2.273,2,3
"4980",2.578,1,3
"4981",1.26,1,3
"4982",2.214,5,4
"4983",2.027,2,3
"4984",1.947,5,3
"4985",1.633,5,3
"4986",2.543,5,2
"4987",1.808,2,3
"4988",1.441,1,3
"4989",2.338,1,2
"4990",1.658,3,3
"4991",1.656,3,3
"4992",2.453,3,3
"4993",2.358,3,2
"4994",2.75,3,1
"4995",2.247,4,3
"4996",2.415,4,2
"4997",1.274,5,4
"4998",2.394,4,3
"4999",2.403,4,2
"5000",1.575,3,3
"5001",1.829,3,3
"5002",1.792,1,3
"5003",1.345,2,3
"5004",1.474,1,3
"5005",2.147,2,3
"5006",2.362,4,3
"5007",2.511,4,3
"5008",2.4,4,2
"5009",1.876,4,4
"5010",1.045,3,4
"5011",1.101,2,3
"5012",1.684,3,4
"5013",2.14,3,3
"5014",1.553,3,2
"5015",1.658,3,2
"5016",1.93,1,3
"5017",1.775,3,3
"5018",2.446,3,3
"5019",1.408,3,4
"5020",0.8642,3,4
"5021",2.417,3,3
"5022",1.456,3,2
"5023",1.663,3,3
"5024",1.401,3,2
"5025",1.125,2,4
"5026",2.621,3,2
"5027",2.097,3,4
"5028",2.391,2,2
"5029",2.083,3,3
"5030",1.864,3,3
"5031",2.026,2,2
"5032",1.789,4,3
"5033",1.742,4,3
"5034",1.983,4,2
"5035",1.362,3,3
"5036",2.097,4,4
"5037",2.789,4,1
"5038",2.191,4,1
"5039",2.375,3,3
"5040",2.285,4,2
"5041",2.347,2,2
"5042",2.06,3,2
"5043",2.385,3,2
"5044",2.498,3,2
"5045",1.516,3,3
"5046",2.417,3,3
"5047",2.056,3,3
"5048",1.491,3,2
"5049",2.091,3,3
"5050",2.354,3,3
"5051",2.399,3,3
"5052",2.375,2,3
"5053",1.2,2,4
"5054",1.692,3,2
"5055",2.346,3,2
"5056",1.847,3,3
"5057",1.649,2,3
"5058",2.485,3,2
"5059",2.368,3,3
"5060",1.903,2,4
"5061",2.07,3,3
"5062",1.32,3,3
"5063",2.169,3,2
"5064",1.585,2,2
"5065",2.293,2,4
"5066",1.661,2,3
"5067",2.603,3,2
"5068",1.241,2,3
"5069",2.475,2,3
"5070",2.665,3,3
"5071",1.512,3,3
"5072",1.778,3,3
"5073",2.373,3,1
"5074",2.124,3,2
"5075",1.452,2,4
"5076",1.639,3,2
"5077",2.409,3,1
"5078",2.469,2,3
"5079",2.501,4,1
"5080",1.682,4,3
"5081",2.473,4,3
"5082",2.451,4,3
"5083",2.445,3,2
"5084",2.445,4,2
"5085",2.297,4,3
"5086",2.054,4,2
"5087",2.15,5,4
"5088",1.668,4,3
"5089",2.245,4,4
"5090",2.443,5,2
"5091",2.533,3,3
"5092",1.807,3,3
"5093",1.662,2,3
"5094",2.362,4,1
"5095",2.269,3,3
"5096",2.436,4,2
"5097",2.426,3,4
"5098",2.273,2,3
"5099",1.769,4,3
"5100",2.476,3,1
"5101",2.686,3,2
"5102",2.272,3,2
"5103",2.419,2,2
"5104",2.414,3,3
"5105",1.521,2,4
"5106",1.227,3,3
"5107",2.319,2,2
"5108",2.436,5,2
"5109",2.154,5,3
"5110",1.716,4,3
"5111",1.798,5,4
"5112",2.497,5,1
"5113",2.065,5,4
"5114",2.563,5,1
"5115",2.161,5,4
"5116",1.371,2,3
"5117",1.851,2,3
"5118",1.313,3,4
"5119",1.156,2,3
"5120",1.79,1,2
"5121",2.455,2,2
"5122",2.09,2,2
"5123",2.208,2,1
"5124",1.698,2,4
"5125",1.749,2,5
"5126",1.449,5,4
"5127",2.314,4,2
"5128",1.812,4,5
"5129",2.476,2,1
"5130",2.425,2,1
"5131",1.299,4,3
"5132",2.037,5,3
"5133",2.494,5,2
"5134",2.448,5,2
"5135",2.283,5,4
"5136",1.322,3,4
"5137",2.118,3,3
"5138",1.948,2,3
"5139",1.932,3,2
"5140",1.613,3,3
"5141",2.048,3,3
"5142",2.498,3,3
"5143",1.507,3,3
"5144",1.738,3,3
"5145",2.328,3,3
"5146",0.8875,3,5
"5147",1.947,3,3
"5148",2.181,3,3
"5149",2.011,3,3
"5150",1.597,3,4
"5151",2.545,2,2
"5152",2.235,4,4
"5153",2.147,3,3
"5154",2.462,3,3
"5155",1.521,4,3
"5156",2.353,3,2
"5157",2.441,2,2
"5158",1.419,3,3
"5159",2.453,4,1
"5160",2.487,4,1
"5161",2.326,4,3
"5162",1.993,4,1
"5163",1.31,2,2
"5164",1.478,2,2
"5165",1.567,4,3
"5166",1.742,3,4
"5167",1.136,3,2
"5168",1.823,3,2
"5169",1.94,3,1
"5170",1.84,4,4
"5171",1.092,4,5
"5172",1.42,2,3
"5173",2.382,4,3
"5174",2.016,3,2
"5175",1.305,2,2
"5176",2.178,4,3
"5177",1.718,2,3
"5178",1.865,4,3
"5179",1.788,4,4
"5180",2.39,4,2
"5181",1.749,3,2
"5182",1.569,3,2
"5183",1.828,3,2
"5184",1.973,2,3
"5185",2.533,4,2
"5186",2.565,4,3
"5187",2.365,3,1
"5188",1.666,4,3
"5189",1.703,4,3
"5190",1.582,4,3
"5191",2.249,3,1
"5192",1.631,4,2
"5193",1.698,5,3
"5194",2.146,4,3
"5195",1.224,4,4
"5196",2.014,3,4
"5197",2.315,1,2
"5198",1.832,1,2
"5199",2.686,2,2
"5200",2.078,2,2
"5201",2.513,2,1
"5202",2.413,3,1
"5203",1.489,2,2
"5204",1.483,2,4
"5205",2.477,2,2
"5206",2.378,4,3
"5207",2.175,4,3
"5208",2.39,4,2
"5209",2.461,1,3
"5210",1.456,2,3
"5211",2.409,2,3
"5212",2.274,4,3
"5213",2.424,4,3
"5214",1.211,2,2
"5215",2.26,2,3
"5216",1.766,3,4
"5217",1.942,3,4
"5218",2.639,5,3
"5219",2.564,5,2
"5220",2.501,4,2
"5221",2.329,4,3
"5222",2.551,5,1
"5223",2.375,5,1
"5224",1.566,5,3
"5225",2.285,5,2
"5226",2.454,4,4
"5227",2.428,3,2
"5228",2.517,5,1
"5229",2.534,2,3
"5230",2.445,4,3
"5231",0.6976,4,4
"5232",1.513,4,3
"5233",1.847,4,4
"5234",1.897,3,4
"5235",3.111,2,3
"5236",2.48,4,1
"5237",2.085,5,3
"5238",2.542,4,1
"5239",2.122,4,3
"5240",2.329,4,3
"5241",2.254,2,2
"5242",2.423,4,2
"5243",1.688,3,3
"5244",1.969,3,3
"5245",2.55,4,4
"5246",2.432,4,3
"5247",2.523,4,3
"5248",2.271,2,1
"5249",1.815,2,2
"5250",2.16,2,2
"5251",1.752,4,2
"5252",2.468,3,3
"5253",1.476,4,3
"5254",1.401,4,3
"5255",1.769,3,2
"5256",2.112,5,2
"5257",2.527,4,1
"5258",0.9746,3,3
"5259",2.564,4,2
"5260",2.382,2,2
"5261",2.36,4,3
"5262",2.598,3,2
"5263",1.715,3,4
"5264",2.506,3,2
"5265",2.31,4,2
"5266",2.128,2,3
"5267",2.33,2,3
"5268",1.471,2,3
"5269",1.467,3,3
"5270",1.825,2,3
"5271",2.52,3,2
"5272",2.122,4,3
"5273",1.464,4,3
"5274",1.515,3,4
"5275",2.511,4,2
"5276",1.198,5,4
"5277",2.245,4,3
"5278",1.259,5,3
"5279",1.441,5,4
"5280",2.231,4,2
"5281",1.441,4,3
"5282",1.363,5,4
"5283",2.438,4,2
"5284",1.493,4,4
"5285",2.886,3,2
"5286",2.25,2,4
"5287",1.938,1,2
"5288",2.167,3,1
"5289",2.248,4,2
"5290",2.129,4,3
"5291",1.439,4,3
"5292",1.95,3,4
"5293",2.826,2,3
"5294",2.341,2,2
"5295",2.252,2,2
"5296",2.416,2,2
"5297",1.265,4,4
"5298",2.437,3,2
"5299",1.879,1,2
"5300",2.065,3,2
"5301",2.275,2,2
"5302",1.243,3,4
"5303",1.564,2,2
"5304",1.788,2,4
"5305",1.519,2,2
"5306",2.184,2,2
"5307",1.31,3,3
"5308",2.317,3,2
"5309",1.98,3,3
"5310",1.696,3,4
"5311",2.065,3,1
"5312",1.555,2,4
"5313",1.654,4,3
"5314",2.62,3,1
"5315",1.415,5,3
"5316",2.508,3,3
"5317",2.075,5,2
"5318",2.005,1,3
"5319",1.728,5,2
"5320",1.81,2,3
"5321",2.251,4,4
"5322",1.972,3,3
"5323",2.339,3,3
"5324",1.821,2,3
"5325",1.95,2,2
"5326",0.5332,3,4
"5327",1.65,3,2
"5328",2.566,2,3
"5329",1.969,2,3
"5330",1.955,3,4
"5331",1.76,1,3
"5332",2.472,3,3
"5333",1.266,3,4
"5334",1.548,2,4
"5335",2.413,2,3
"5336",2.202,3,4
"5337",2.563,1,2
"5338",1.584,2,3
"5339",2.437,1,3
"5340",2.007,1,3
"5341",1.355,1,5
"5342",1.977,2,1
"5343",1.515,3,4
"5344",1.482,2,2
"5345",1.357,2,5
"5346",1.058,2,3
"5347",2.303,2,3
"5348",2.249,2,3
"5349",1.162,2,5
"5350",0.8154,2,3
"5351",2.675,5,1
"5352",2.223,3,3
"5353",1.396,5,3
"5354",2.24,2,3
"5355",1.212,5,1
"5356",1.727,5,3
"5357",2.009,2,3
"5358",1.652,3,2
"5359",1.695,3,3
"5360",1.775,3,3
"5361",1.726,3,3
"5362",1.499,2,3
"5363",1.501,3,4
"5364",1.723,3,1
"5365",2.245,3,2
"5366",1.547,1,4
"5367",2.32,2,3
"5368",2.31,3,4
"5369",1.306,3,5
"5370",1.642,1,3
"5371",2.391,2,2
"5372",1.157,3,3
"5373",1.551,1,3
"5374",2.361,3,4
"5375",2.341,3,2
"5376",2.294,1,3
"5377",1.95,1,3
"5378",1.627,4,3
"5379",1.944,4,2
"5380",2.458,4,2
"5381",2.003,4,2
"5382",1.877,2,4
"5383",2.432,3,2
"5384",2.274,3,2
"5385",2.26,3,2
"5386",2.172,4,1
"5387",2.468,1,3
"5388",1.966,2,2
"5389",1.944,2,2
"5390",1.603,3,3
"5391",2.349,2,3
"5392",2.396,3,3
"5393",2.432,3,3
"5394",1.845,3,3
"5395",2.296,2,1
"5396",2.542,3,1
"5397",1.685,4,3
"5398",2.307,4,2
"5399",1.656,1,1
"5400",2.421,2,1
"5401",1.208,1,3
"5402",1.832,2,4
"5403",1.51,1,3
"5404",1.456,1,3
"5405",1.546,3,5
"5406",2.281,3,5
"5407",1.908,3,5
"5408",1.834,3,3
"5409",1.613,3,4
"5410",2.483,3,4
"5411",2.203,3,4
"5412",1.489,3,3
"5413",2.335,2,4
"5414",2.833,3,2
"5415",2.044,4,5
"5416",2.211,4,5
"5417",1.507,1,3
"5418",2.261,3,5
"5419",2.445,4,4
"5420",2.202,4,4
"5421",2.415,4,3
"5422",2.323,4,5
"5423",2.177,3,5
"5424",2.212,2,1
"5425",2.074,3,3
"5426",2.596,4,1
"5427",1.225,1,5
"5428",1.707,4,3
"5429",2.079,4,2
"5430",2.416,3,3
"5431",2.636,4,1
"5432",2.575,4,3
"5433",2.401,5,3
"5434",1.331,4,3
"5435",1.527,1,4
"5436",1.548,1,3
"5437",2.658,3,2
"5438",1.977,3,2
"5439",1.514,1,3
"5440",2.519,3,2
"5441",2.02,2,3
"5442",1.416,1,3
"5443",2.008,2,2
"5444",2.295,1,2
"5445",2.401,1,3
"5446",2.243,1,3
"5447",2.445,2,2
"5448",2.4,1,3
"5449",2.324,1,3
"5450",2.411,1,2
"5451",2.494,1,3
"5452",2.185,2,2
"5453",1.465,2,3
"5454",1.914,4,3
"5455",1.092,2,4
"5456",1.787,2,2
"5457",1.965,2,3
"5458",2.349,2,5
"5459",2.166,3,3
"5460",2.024,3,3
"5461",1.29,1,3
"5462",1.158,3,3
"5463",2.34,3,2
"5464",2.494,4,2
"5465",2.527,4,3
"5466",2.357,4,2
"5467",1.593,5,3
"5468",2.351,4,3
"5469",2.572,4,2
"5470",2.215,4,2
"5471",2.391,4,2
"5472",1.53,4,3
"5473",1.508,5,3
"5474",2.006,4,3
"5475",2.406,5,2
"5476",2.416,5,3
"5477",1.109,5,4
"5478",2.424,4,3
"5479",2.368,5,3
"5480",2.256,5,2
"5481",2.479,5,3
"5482",2.308,5,3
"5483",1.945,2,4
"5484",1.438,4,3
"5485",1.383,4,4
"5486",1.207,2,4
"5487",2.685,4,2
"5488",2.033,4,3
"5489",1.258,4,2
"5490",2.585,5,2
"5491",2.456,5,3
"5492",2.369,5,3
"5493",2.411,5,2
"5494",2.9,5,3
"5495",1.441,5,4
"5496",2.323,4,2
"5497",2.451,5,2
"5498",2.407,4,3
"5499",1.58,2,3
"5500",2.162,2,4
"5501",2.459,5,2
"5502",1.527,4,2
"5503",1.434,5,2
"5504",2.426,4,2
"5505",1.723,1,2
"5506",2.419,5,2
"5507",2.469,4,3
"5508",2.479,5,2
"5509",2.308,5,3
"5510",2.468,5,2
"5511",1.729,5,3
"5512",2.342,5,2
"5513",2.294,2,2
"5514",2.439,5,1
"5515",2.45,5,2
"5516",2.483,5,1
"5517",2.163,5,3
"5518",1.807,4,3
"5519",2.51,5,1
"5520",2.383,5,3
"5521",2.373,5,3
"5522",0.9552,5,3
"5523",0.7604,5,3
"5524",2.41,5,2
"5525",2.488,5,3
"5526",1.175,5,3
"5527",2.388,4,3
"5528",1.984,4,3
"5529",2.368,5,2
"5530",2.304,5,3
"5531",1.545,3,3
"5532",1.767,3,2
"5533",2.339,4,2
"5534",1.816,4,2
"5535",2.282,5,3
"5536",2.102,4,2
"5537",2.28,4,3
"5538",2.376,3,1
"5539",2.307,1,3
"5540",1.714,4,3
"5541",1.119,4,3
"5542",2.435,4,3
"5543",1.913,2,2
"5544",2.514,2,2
"5545",2.511,4,2
"5546",2.742,4,3
"5547",1.924,2,2
"5548",1.087,3,3
"5549",2.377,2,3
"5550",2.478,3,3
"5551",2.557,3,1
"5552",1.591,3,3
"5553",2.365,4,2
"5554",2.006,4,3
"5555",2.522,1,2
"5556",1.795,4,4
"5557",1.37,3,3
"5558",2.177,3,3
"5559",2.413,3,2
"5560",2.411,2,2
"5561",0.8359,3,4
"5562",1.14,3,2
"5563",1.848,3,3
"5564",2.223,2,2
"5565",2.567,3,2
"5566",1.957,3,2
"5567",1.283,3,3
"5568",1.835,3,2
"5569",2.067,4,2
"5570",2.454,4,2
"5571",1.577,5,3
"5572",2.412,5,3
"5573",1.46,4,3
"5574",2.315,4,3
"5575",2.445,4,3
"5576",2.424,4,2
"5577",2.386,3,2
"5578",2.433,4,2
"5579",1.975,4,2
"5580",2.431,3,3
"5581",2.325,4,2
"5582",2.233,3,3
"5583",1.242,2,4
"5584",2.163,2,2
"5585",1.493,1,3
"5586",0.4124,1,3
"5587",2.369,3,2
"5588",1.276,3,3
"5589",1.521,1,2
"5590",2.488,1,2
